Fri Mar 13 14:48:03 +0000 2020	1238476926441984000	1238476926441984000	HAPPY 8TH YEARS ANNIVERSARY CELEBRATIONS TO PWAN GROUP. THE 1ST AND THE BEST REAL ESTATE NETWORKING MARKETING COMPA… https://t.co/BEQmMYfN7v	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '011a942e0a0e8fb2', 'url': 'https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json', 'place_type': 'admin', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]}, 'attributes': {}}	None	216831384	216831384	Rasheed Ogunlaja	plugwalkRealtor	Nicon town, lekki	Real Estate Realtor/Partner with PWAN GROUP. Network Marketing pofessional/ sociologist/ Social commentator Whatsapp: 08056912037 Instagram: @plugwalk_realtor	011a942e0a0e8fb2	https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json	admin	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 14:40:38 +0000 2020	1238475057808146433	1238475057808146433	“... Child of God, you are immortal until God’s Work for you on earth is finished”@TonyRapu bringing such great wor… https://t.co/APozZgGlHq	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '01eddd9d0dbec2c8', 'url': 'https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json', 'place_type': 'city', 'name': 'Ikeja', 'full_name': 'Ikeja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]}, 'attributes': {}}	None	86183850	86183850	BeulahToks	beulahtoks	Lagos, Nigeria	VISION DEVELOPMENT, MENTORING, TRAINING. My life's vision is to help others succeed by helping them bring clarity to life's complex issues.	01eddd9d0dbec2c8	https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json	city	Ikeja	Ikeja, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 14:30:24 +0000 2020	1238472484674064384	1238472484674064384	Imagine being killed by an Overseas Virus When You Don’t Even Have a Passport ....#CoronaOutbreak #COVID19 #https:/… https://t.co/ZoTxjPPvSG	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '016074b72eb16749', 'url': 'https://api.twitter.com/1.1/geo/id/016074b72eb16749.json', 'place_type': 'city', 'name': 'Sapele', 'full_name': 'Sapele, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[5.644613, 5.826983], [5.644613, 5.924572], [5.761571, 5.924572], [5.761571, 5.826983]]]}, 'attributes': {}}	None	1345975860	1345975860	⌣̊┈̥-̶̯͡»Oкαηℓαωση·̵	Alabpet	Sapele, Nigeria	My heart leaps for the prospect of things to come. It'll be more glorious than a blind man 👨 gaining sight. Truly the future 🔮 is exciting!	016074b72eb16749	https://api.twitter.com/1.1/geo/id/016074b72eb16749.json	city	Sapele	Sapele, Nigeria	NG	Nigeria	NULL	Polygon	[[[5.644613, 5.826983], [5.644613, 5.924572], [5.761571, 5.924572], [5.761571, 5.826983]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 14:21:59 +0000 2020	1238470366160392192	1238470366160392192	Reporters in China to Corona; tell us about your experience in Nigeria... #CoronaOutbreak#China #COVID19Nigeria… https://t.co/L05AB8qpwu	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '016074b72eb16749', 'url': 'https://api.twitter.com/1.1/geo/id/016074b72eb16749.json', 'place_type': 'city', 'name': 'Sapele', 'full_name': 'Sapele, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[5.644613, 5.826983], [5.644613, 5.924572], [5.761571, 5.924572], [5.761571, 5.826983]]]}, 'attributes': {}}	None	1345975860	1345975860	⌣̊┈̥-̶̯͡»Oкαηℓαωση·̵	Alabpet	Sapele, Nigeria	My heart leaps for the prospect of things to come. It'll be more glorious than a blind man 👨 gaining sight. Truly the future 🔮 is exciting!	016074b72eb16749	https://api.twitter.com/1.1/geo/id/016074b72eb16749.json	city	Sapele	Sapele, Nigeria	NG	Nigeria	NULL	Polygon	[[[5.644613, 5.826983], [5.644613, 5.924572], [5.761571, 5.924572], [5.761571, 5.826983]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 14:17:22 +0000 2020	1238469204627656704	1238469204627656704	After about 17 individuals ate Amala and joyfully licked the plate, 2 mamas said ko jina (not done/well cooked) aft… https://t.co/5VBOtERB0u	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '0065f09a6666479e', 'url': 'https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json', 'place_type': 'city', 'name': 'Ibadan', 'full_name': 'Ibadan, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.777011, 7.299143], [3.777011, 7.559006], [4.033582, 7.559006], [4.033582, 7.299143]]]}, 'attributes': {}}	None	2944217261	2944217261	Ọmọlúàbí	iamdabreath	Nigeria	A Digital Marketing Executive, Graphics and Web Designer. #songwriter. Download my new track 👇	0065f09a6666479e	https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json	city	Ibadan	Ibadan, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.777011, 7.299143], [3.777011, 7.559006], [4.033582, 7.559006], [4.033582, 7.299143]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 14:08:45 +0000 2020	1238467035509768195	1238467035509768195	Missing The World Before Corona Exist💔😭🤦🏿#CoronaOutbreak#COVID19#coronapocalypse #COVID #CoronaVirusMichigan… https://t.co/vfg5VZ7yzd	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01b68e946ba11520', 'url': 'https://api.twitter.com/1.1/geo/id/01b68e946ba11520.json', 'place_type': 'city', 'name': 'Birnin-Kebbi', 'full_name': 'Birnin-Kebbi, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[4.167676, 12.425955], [4.167676, 12.476491], [4.236657, 12.476491], [4.236657, 12.425955]]]}, 'attributes': {}}	None	1671958352	1671958352	Mayor of Gusau👑	iamKingMustee	Nigeria	Yσυ αяє ησt Rι¢н UηtιĻ уσυ ¢αη ƒĻу ση α Pяιναtє Jєt ωιtнOυt Pσѕтιηg α Pι¢tυяє💯 #K𝓲𝓷𝓰👑 #𝕺𝖗𝖊𝖆𝖒Çh𝖆𝖘𝖊𝖗🤴🏾®™   #R.i.P_Mum💗🤲 #ForeveInOurHearts💘	01b68e946ba11520	https://api.twitter.com/1.1/geo/id/01b68e946ba11520.json	city	Birnin-Kebbi	Birnin-Kebbi, Nigeria	NG	Nigeria	NULL	Polygon	[[[4.167676, 12.425955], [4.167676, 12.476491], [4.236657, 12.476491], [4.236657, 12.425955]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 13:56:47 +0000 2020	1238464025899536385	1238464025899536385	Igbo businessmen heading to China like #CoronaOutbreak https://t.co/MZsI83XukY	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01ed1f9a43bfb9bd', 'url': 'https://api.twitter.com/1.1/geo/id/01ed1f9a43bfb9bd.json', 'place_type': 'city', 'name': 'Victoria Island', 'full_name': 'Victoria Island, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.402322, 6.396264], [3.402322, 6.486797], [3.601369, 6.486797], [3.601369, 6.396264]]]}, 'attributes': {}}	None	269755868	269755868	André | Dokpesi	GottiLavida	On The Edge Of Glory	AFC	01ed1f9a43bfb9bd	https://api.twitter.com/1.1/geo/id/01ed1f9a43bfb9bd.json	city	Victoria Island	Victoria Island, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.402322, 6.396264], [3.402322, 6.486797], [3.601369, 6.486797], [3.601369, 6.396264]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 13:54:02 +0000 2020	1238463330592923654	1238463330592923654	The Blacklist  Raymond Reddington can help us find the cure to this #coronavirus #COVID19 #COVIDー19 #COVID19Nigeria… https://t.co/qELDPJgbPf	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01e272024ddb6128', 'url': 'https://api.twitter.com/1.1/geo/id/01e272024ddb6128.json', 'place_type': 'city', 'name': 'Oshogbo', 'full_name': 'Oshogbo, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[4.473474, 7.724098], [4.473474, 7.849973], [4.614324, 7.849973], [4.614324, 7.724098]]]}, 'attributes': {}}	None	742321476523692032	742321476523692032	Mayowa Olagunju ❁	iam_doctormayor	osogbo/ibadan Nigeria	let's promote your brand/#toyintitans/ PR 4 @ridesoole #soolehop / DM for advert / fitness consultant /#BBnaija/don jazzy/toyin Abraham Smolagunju@gmail.com	01e272024ddb6128	https://api.twitter.com/1.1/geo/id/01e272024ddb6128.json	city	Oshogbo	Oshogbo, Nigeria	NG	Nigeria	NULL	Polygon	[[[4.473474, 7.724098], [4.473474, 7.849973], [4.614324, 7.849973], [4.614324, 7.724098]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 13:51:02 +0000 2020	1238462578591965184	1238462578591965184	Barcelona training ground 😯Messi: Local man cannot can anymore 😁 #PremierLeague #CoronaOutbreak Sports getting s… https://t.co/Inr2sqCMKD	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '011a942e0a0e8fb2', 'url': 'https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json', 'place_type': 'admin', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]}, 'attributes': {}}	None	3964945277	3964945277	Fèyisárà🤍	Feyisara____	OUTSIDE	Explorer, Microsoft Excel Lover, Obliging, Entrepreneur, Your favorite Okola, Manchester United fan💞, Photography lover📸 @Burnaboy	011a942e0a0e8fb2	https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json	admin	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 13:44:50 +0000 2020	1238461017388130304	1238461017388130304	Sovereignty gone rampant: Structures &amp; activities cast in iron for years have been divinely forced to shift by the… https://t.co/8OzHbYzaXN	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '005e37ac2277683b', 'url': 'https://api.twitter.com/1.1/geo/id/005e37ac2277683b.json', 'place_type': 'city', 'name': 'Barakin Akawo', 'full_name': 'Barakin Akawo, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[8.821219, 9.831517], [8.821219, 9.891506], [8.877925, 9.891506], [8.877925, 9.831517]]]}, 'attributes': {}}	None	193415729	193415729	DanielWISE Bilat Jwan	twit_dWISE	Jos-Plateau, Nigeria	Tracking divine architecture for human development...	005e37ac2277683b	https://api.twitter.com/1.1/geo/id/005e37ac2277683b.json	city	Barakin Akawo	Barakin Akawo, Nigeria	NG	Nigeria	NULL	Polygon	[[[8.821219, 9.831517], [8.821219, 9.891506], [8.877925, 9.891506], [8.877925, 9.831517]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 13:37:19 +0000 2020	1238459122858831873	1238459122858831873	2020 is over already where is 2021 #CoronaOutbreak#COVID19Nigeria#coronavirusinKenya#CoronaVirusUpdate	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01e272024ddb6128', 'url': 'https://api.twitter.com/1.1/geo/id/01e272024ddb6128.json', 'place_type': 'city', 'name': 'Oshogbo', 'full_name': 'Oshogbo, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[4.473474, 7.724098], [4.473474, 7.849973], [4.614324, 7.849973], [4.614324, 7.724098]]]}, 'attributes': {}}	None	742321476523692032	742321476523692032	Mayowa Olagunju ❁	iam_doctormayor	osogbo/ibadan Nigeria	let's promote your brand/#toyintitans/ PR 4 @ridesoole #soolehop / DM for advert / fitness consultant /#BBnaija/don jazzy/toyin Abraham Smolagunju@gmail.com	01e272024ddb6128	https://api.twitter.com/1.1/geo/id/01e272024ddb6128.json	city	Oshogbo	Oshogbo, Nigeria	NG	Nigeria	NULL	Polygon	[[[4.473474, 7.724098], [4.473474, 7.849973], [4.614324, 7.849973], [4.614324, 7.724098]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 13:36:01 +0000 2020	1238458797762514945	1238458797762514945	To Manager Arsenal, Mikel Arteta, Chelsea Player Callum Hudson-Odoi, and all people who infected COVID-19Get well… https://t.co/gvKiZCcnt5	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01e272024ddb6128', 'url': 'https://api.twitter.com/1.1/geo/id/01e272024ddb6128.json', 'place_type': 'city', 'name': 'Oshogbo', 'full_name': 'Oshogbo, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[4.473474, 7.724098], [4.473474, 7.849973], [4.614324, 7.849973], [4.614324, 7.724098]]]}, 'attributes': {}}	None	742321476523692032	742321476523692032	Mayowa Olagunju ❁	iam_doctormayor	osogbo/ibadan Nigeria	let's promote your brand/#toyintitans/ PR 4 @ridesoole #soolehop / DM for advert / fitness consultant /#BBnaija/don jazzy/toyin Abraham Smolagunju@gmail.com	01e272024ddb6128	https://api.twitter.com/1.1/geo/id/01e272024ddb6128.json	city	Oshogbo	Oshogbo, Nigeria	NG	Nigeria	NULL	Polygon	[[[4.473474, 7.724098], [4.473474, 7.849973], [4.614324, 7.849973], [4.614324, 7.724098]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 13:34:44 +0000 2020	1238458475799285762	1238458475799285762	Can dstv pause the subscription of their customers since all the football tournaments have been suspended cuz of th… https://t.co/IUqLNBmani	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01e272024ddb6128', 'url': 'https://api.twitter.com/1.1/geo/id/01e272024ddb6128.json', 'place_type': 'city', 'name': 'Oshogbo', 'full_name': 'Oshogbo, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[4.473474, 7.724098], [4.473474, 7.849973], [4.614324, 7.849973], [4.614324, 7.724098]]]}, 'attributes': {}}	None	742321476523692032	742321476523692032	Mayowa Olagunju ❁	iam_doctormayor	osogbo/ibadan Nigeria	let's promote your brand/#toyintitans/ PR 4 @ridesoole #soolehop / DM for advert / fitness consultant /#BBnaija/don jazzy/toyin Abraham Smolagunju@gmail.com	01e272024ddb6128	https://api.twitter.com/1.1/geo/id/01e272024ddb6128.json	city	Oshogbo	Oshogbo, Nigeria	NG	Nigeria	NULL	Polygon	[[[4.473474, 7.724098], [4.473474, 7.849973], [4.614324, 7.849973], [4.614324, 7.724098]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 13:31:49 +0000 2020	1238457742760849409	1238457742760849409	#COVID_19uk #CoronaOutbreak #coronavirus #BorisOut #selfisolating #HelpSaveTheElderly #HelpTheAlone Be safe &amp; sens… https://t.co/ZF0c033VDC	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	871065311851806720	871065311851806720	🥇	Hankvalj	Michigan, USA	👆🏽👇🏽👉🏽 el padrino 🤜🏽 LUXURY ~ Rolls Royce 📌 #CARGASM #Stoner	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 13:26:08 +0000 2020	1238456310330544129	1238456310330544129	#CoronaOutbreak Kindly take note of these symptoms and do the needful. Take safety precautions Nigerian are not imm… https://t.co/j0IcPnOcu9	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '01a2d3e42a909c72', 'url': 'https://api.twitter.com/1.1/geo/id/01a2d3e42a909c72.json', 'place_type': 'city', 'name': 'Sangotedo', 'full_name': 'Sangotedo, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.602534, 6.465971], [3.602534, 6.480859], [3.640534, 6.480859], [3.640534, 6.465971]]]}, 'attributes': {}}	None	353342021	353342021	Chums	akohvictorgutz	World 	Expert in solving the hard problems.	01a2d3e42a909c72	https://api.twitter.com/1.1/geo/id/01a2d3e42a909c72.json	city	Sangotedo	Sangotedo, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.602534, 6.465971], [3.602534, 6.480859], [3.640534, 6.480859], [3.640534, 6.465971]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 13:22:09 +0000 2020	1238455309783502848	1238455309783502848	The #CoronaOutbreak is really a sad one. We all can be safe and put an end to this pandemic pretty soon. Think of A… https://t.co/RBnbzT5iEB	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01546f6801ce58cd', 'url': 'https://api.twitter.com/1.1/geo/id/01546f6801ce58cd.json', 'place_type': 'city', 'name': 'Uyo', 'full_name': 'Uyo, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.861911, 4.971114], [7.861911, 5.071649], [8.003751, 5.071649], [8.003751, 4.971114]]]}, 'attributes': {}}	None	880045049630871552	880045049630871552	Blessing Akpan	iambeeakpan	Uyo, Akwa Ibom State	Founder - @innovatechild | Google & Adobe Educator • LV fellow, @WISE_Tweets  • Amb., @theirworld & @hundrEDorg • Lead, @WomenWillUyo	01546f6801ce58cd	https://api.twitter.com/1.1/geo/id/01546f6801ce58cd.json	city	Uyo	Uyo, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.861911, 4.971114], [7.861911, 5.071649], [8.003751, 5.071649], [8.003751, 4.971114]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 12:48:04 +0000 2020	1238446730850578432	1238446730850578432	#CoronaOutbreak #PremierLeague #FridayThoughts #COVIDー19 #CoronaOutbreak @pekjokatansky @Oludoet @zadde_yo… https://t.co/kayhS4oZmk	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00b1231d2214913c', 'url': 'https://api.twitter.com/1.1/geo/id/00b1231d2214913c.json', 'place_type': 'city', 'name': 'Abeokuta', 'full_name': 'Abeokuta, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.271321, 7.099668], [3.271321, 7.209188], [3.433562, 7.209188], [3.433562, 7.099668]]]}, 'attributes': {}}	None	780718796	780718796	Àràkunrín Abisoye🕴🏾	Freestuv1	In Your Neighbourhood	Sophisticated hustler| LiverpoolFc| My opinions are self inclined| Sarcasm| NatGeo Wild Enthusiast| Not A Perfect Man But A Gentleman ☺️😁| Avid Corn 🌽 eater	00b1231d2214913c	https://api.twitter.com/1.1/geo/id/00b1231d2214913c.json	city	Abeokuta	Abeokuta, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.271321, 7.099668], [3.271321, 7.209188], [3.433562, 7.209188], [3.433562, 7.099668]]]	NULL	NULL	NULL	NULL	en
